node,region,province,municipality,latitude,longitude,att_name,vendor
MEXNPL0519,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.457701,-99.265503,MEXNPL0519,Huawei
MEXNPL0520,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.476,-99.275902,MEXNPL0520,Huawei
MEXNPL0521,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.465232,-99.220657,MEXNPL0521,Ericsson
MEXNPL0522,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.509418,-99.229599,MEXNPL0522,Huawei
MEXNPL0523,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.506201,-99.256599,MEXNPL0523,Huawei
MEXNPL0524,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4848,-99.233948,MEXNPL0524,Huawei
MEXNPL0525,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.497801,-99.24409,MEXNPL0525,Ericsson
MEXNPL0527,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.509028,-99.274331,MEXNPL0527,Huawei
MEXNPL0528,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.48193,-99.271774,MEXNPL0528,Huawei
MEXNPL0529,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.485653,-99.244545,MEXNPL0529,Huawei
MEXNPL0530,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.475672,-99.24131,MEXNPL0530,Huawei
MEXNPL0531,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.47421,-99.236504,MEXNPL0531,Huawei
MEXNPL0533,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4445,-99.24425,MEXNPL0533,Huawei
MEXNPL0534,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.481911,-99.230782,MEXNPL0534,Ericsson
MEXNPL0535,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.51611,-99.23511,MEXNPL0535,Ericsson
MEXNPL0536,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.47114,-99.252197,MEXNPL0536,Huawei
MEXNPL0537,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4706,-99.237213,MEXNPL0537,Huawei
MEXNPL0538,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.513519,-99.261887,MEXNPL0538,Huawei
MEXNPL0539,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.49349,-99.245364,MEXNPL0539,Ericsson
MEXNPL0540,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.48806,-99.256111,MEXNPL0540,Huawei
MEXNPL0543,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.456413,-99.235013,MEXNPL0543,Huawei
MEXNPL0544,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.501708,-99.251914,MEXNPL0544,Ericsson
MEXNPL0545,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.504381,-99.230949,MEXNPL0545,Huawei
MEXNPL0546,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4592,-99.255699,MEXNPL0546,Huawei
MEXNPL0548,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.471847,-99.226731,MEXNPL0548,Ericsson
MEXNPL0549,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.479601,-99.23497,MEXNPL0549,Ericsson
MEXNPL0550,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.508106,-99.237131,MEXNPL0550,Ericsson
MEXNPL0551,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.45459,-99.21664,MEXNPL0551,Ericsson
MEXNPL0552,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.486993,-99.218474,MEXNPL0552,Ericsson
MEXNPL0554,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.51934,-99.25462,MEXNPL0554,Huawei
MEXNPL0555,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.510554,-99.231949,MEXNPL0555,Ericsson
MEXNPL0556,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.512341,-99.24279,MEXNPL0556,Ericsson
MEXNPL0557,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4907,-99.27112,MEXNPL0557,Huawei
MEXNPL0558,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.496417,-99.226807,MEXNPL0558,Ericsson
MEXNPL0559,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.50675,-99.245917,MEXNPL0559,Ericsson
MEXNPL0560,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.45647,-99.220551,MEXNPL0560,Ericsson
MEXNPL0561,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.461901,-99.24875,MEXNPL0561,Huawei
MEXNPL0562,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.46231,-99.23015,MEXNPL0562,Huawei
MEXNPL0563,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.441,-99.247002,MEXNPL0563,Huawei
MEXNPL0564,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.505547,-99.235161,MEXNPL0564,Ericsson
MEXNPL0565,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.479444,-99.221944,MEXNPL0565,Ericsson
MEXNPL0566,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.484581,-99.239992,MEXNPL0566,Ericsson
MEXNPL0567,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.5137,-99.251923,MEXNPL0567,Huawei
MEXNPL0568,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.495832,-99.236099,MEXNPL0568,Huawei
MEXNPL0569,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.45436,-99.24138,MEXNPL0569,Huawei
MEXNPL0571,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4876,-99.2728,MEXNPL0571,Huawei
MEXNPL1169,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.500612,-99.274902,MEXNPL1169,Huawei
MEXNPL1170,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.495507,-99.262703,MEXNPL1170,Huawei
MEXNPL1171,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.488358,-99.285851,MEXNPL1171,Huawei
MEXNPL1172,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.491731,-99.228021,MEXNPL1172,Ericsson
MEXNPL1173,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.466584,-99.257523,MEXNPL1173,Huawei
MEXNPL1174,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.466,-99.268032,MEXNPL1174,Huawei
MEXNPL1176,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.457899,-99.279404,MEXNPL1176,Huawei
MEXNPL1177,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.442101,-99.280403,MEXNPL1177,Huawei
MEXNPL1181,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.45242,-99.259912,MEXNPL1181,Huawei
MEXNPL1182,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.437045,-99.270905,MEXNPL1182,Huawei
MEXNPL1183,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.520599,-99.274324,MEXNPL1183,Huawei
MEXNPL1186,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.467854,-99.21244,MEXNPL1186,Ericsson
MEXNPL1188,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.5189,-99.272202,MEXNPL1188,Huawei
MEXNPL1189,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.470414,-99.221683,MEXNPL1189,Ericsson
MEXNPL1190,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.441203,-99.255302,MEXNPL1190,Huawei
MEXNPL1191,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.47591,-99.257896,MEXNPL1191,Huawei
MEXNPL1193,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.462568,-99.243395,MEXNPL1193,Huawei
MEXNPL1196,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.493014,-99.253234,MEXNPL1196,Huawei
MEXNPL1199,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.469267,-99.245804,MEXNPL1199,Huawei
MEXNPL1201,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.455173,-99.217709,MEXNPL1201,Ericsson
MEXNPL1202,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.451828,-99.244525,MEXNPL1202,Huawei
MEXNPL1203,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.472111,-99.233528,MEXNPL1203,Ericsson
MEXNPL1686,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.416271,-99.236122,MEXNPL1686,Huawei
MEXNPL1687,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.481217,-99.251266,MEXNPL1687,Huawei
MEXNPL1700,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.447393,-99.231412,MEXNPL1700,Ericsson
MEXNPL1729,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.51523,-99.24512,MEXNPL1729,Huawei
MEXNPL1797,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.476395,-99.231789,MEXNPL1797,Huawei
MEXNPL1970,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4402,-99.272692,MEXNPL1970,Huawei
MEXNPL6152,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.523963,-99.289689,MEXNPL6152,Ericsson
MEXNPL7070,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.500692,-99.23633,MEXNPL7070,Huawei
MEXOCU1389,CENTRO,MEXICO,OCUILAN,18.928417,-99.433639,MEXOCU1389,Huawei
MEXORO0573,CENTRO,MEXICO,EL_ORO-EDO,19.800444,-100.137001,MEXORO0573,Huawei
MEXOTC1209,CENTRO,MEXICO,OTZOLOTEPEC,19.410531,-99.558296,MEXOTC1209,Huawei
MEXOTU0574,CENTRO,MEXICO,OTUMBA,19.688601,-98.723801,MEXOTU0574,Huawei
MEXOTU0575,CENTRO,MEXICO,OTUMBA,19.692139,-98.782753,MEXOTU0575,Huawei
MEXOTU1206,CENTRO,MEXICO,OTUMBA,19.700699,-98.755395,MEXOTU1206,Huawei
MEXOTU1207,CENTRO,MEXICO,OTUMBA,19.726999,-98.791603,MEXOTU1207,Huawei
MEXOTU1208,CENTRO,MEXICO,OTUMBA,19.6546,-98.793632,MEXOTU1208,Huawei
MEXOYC0576,CENTRO,MEXICO,OCOYOACAC,19.282509,-99.495399,MEXOYC0576,Ericsson
MEXOYC0577,CENTRO,MEXICO,OCOYOACAC,19.283331,-99.438523,MEXOYC0577,Huawei
MEXOYC0578,CENTRO,MEXICO,OCOYOACAC,19.3004,-99.408997,MEXOYC0578,Huawei
MEXOYC0579,CENTRO,MEXICO,OCOYOACAC,19.26883,-99.464203,MEXOYC0579,Huawei
MEXOYC0580,CENTRO,MEXICO,OCOYOACAC,19.2908,-99.460297,MEXOYC0580,Huawei
MEXOYC1211,CENTRO,MEXICO,OCOYOACAC,19.300015,-99.376198,MEXOYC1211,Huawei
MEXOYC1212,CENTRO,MEXICO,OCOYOACAC,19.271244,-99.473999,MEXOYC1212,Huawei
MEXOYC1213,CENTRO,MEXICO,OCOYOACAC,19.272072,-99.45534,MEXOYC1213,Ericsson
MEXOYC1586,CENTRO,MEXICO,OCOYOACAC,19.243521,-99.393593,MEXOYC1586,Huawei
MEXOYC1671,CENTRO,MEXICO,OCOYOACAC,19.292101,-99.433647,MEXOYC1671,Huawei
MEXOYC1769,CENTRO,MEXICO,OCOYOACAC,19.269064,-99.481659,MEXOYC1769,Huawei
MEXOZU0581,CENTRO,MEXICO,OZUMBA,19.040278,-98.790222,MEXOZU0581,Ericsson
MEXPAN1588,CENTRO,MEXICO,ATIZAPAN,19.17607,-99.48756,MEXPAN1588,Huawei
MEXPAP2133,CENTRO,MEXICO,PAPALOTLA,19.564477,-98.856194,MEXPAP2133,Ericsson
MEXPAZ0582,CENTRO,MEXICO,LA_PAZ-EDO,19.364,-98.972198,MEXPAZ0582,Huawei
MEXPAZ0583,CENTRO,MEXICO,LA_PAZ-EDO,19.357311,-98.981667,MEXPAZ0583,Huawei
MEXPAZ0584,CENTRO,MEXICO,LA_PAZ-EDO,19.360399,-98.98163,MEXPAZ0584,Huawei
MEXPAZ0585,CENTRO,MEXICO,LA_PAZ-EDO,19.382299,-98.955299,MEXPAZ0585,Huawei
MEXPAZ0586,CENTRO,MEXICO,LA_PAZ-EDO,19.366528,-98.947197,MEXPAZ0586,Huawei
MEXPAZ0587,CENTRO,MEXICO,LA_PAZ-EDO,19.353901,-98.9692,MEXPAZ0587,Huawei
MEXPAZ0588,CENTRO,MEXICO,LA_PAZ-EDO,19.36344,-98.988305,MEXPAZ0588,Huawei
MEXPAZ0589,CENTRO,MEXICO,LA_PAZ-EDO,19.3799,-98.938103,MEXPAZ0589,Huawei
MEXPAZ0590,CENTRO,MEXICO,LA_PAZ-EDO,19.371906,-98.971597,MEXPAZ0590,Huawei
MEXPAZ0591,CENTRO,MEXICO,LA_PAZ-EDO,19.3605,-98.962608,MEXPAZ0591,Huawei
MEXPAZ1216,CENTRO,MEXICO,LA_PAZ-EDO,19.369198,-98.95858,MEXPAZ1216,Ericsson
MEXPAZ1217,CENTRO,MEXICO,LA_PAZ-EDO,19.356899,-98.95311,MEXPAZ1217,Huawei
MEXPAZ1219,CENTRO,MEXICO,LA_PAZ-EDO,19.340111,-98.958222,MEXPAZ1219,Huawei
MEXPAZ1220,CENTRO,MEXICO,LA_PAZ-EDO,19.363569,-98.97876,MEXPAZ1220,Huawei
MEXPAZ1221,CENTRO,MEXICO,LA_PAZ-EDO,19.348703,-98.975212,MEXPAZ1221,Ericsson
MEXPAZ1589,CENTRO,MEXICO,LA_PAZ-EDO,19.373711,-98.92232,MEXPAZ1589,Huawei
MEXPAZ2134,CENTRO,MEXICO,LA_PAZ-EDO,19.366896,-98.967645,MEXPAZ2134,Huawei
MEXPAZ2135,CENTRO,MEXICO,LA_PAZ-EDO,19.355885,-98.988144,MEXPAZ2135,Huawei
MEXPAZ2136,CENTRO,MEXICO,LA_PAZ-EDO,19.375206,-98.951609,MEXPAZ2136,Ericsson
MEXPOL0592,CENTRO,MEXICO,POLOTITLAN,20.2652,-99.91352,MEXPOL0592,Huawei
MEXPOL0593,CENTRO,MEXICO,POLOTITLAN,20.2278,-99.814796,MEXPOL0593,Huawei
MEXPOL1591,CENTRO,MEXICO,POLOTITLAN,20.152901,-99.740799,MEXPOL1591,Huawei
MEXPOL2181,CENTRO,MEXICO,POLOTITLAN,20.263551,-99.858575,MEXPOL2181,Ericsson
MEXSAI0594,CENTRO,MEXICO,SAN_ANTONIO_LA_ISLA,19.17853,-99.578919,MEXSAI0594,Huawei
MEXSAI0595,CENTRO,MEXICO,SAN_ANTONIO_LA_ISLA,19.1616,-99.572502,MEXSAI0595,Huawei
MEXSAI1222,CENTRO,MEXICO,SAN_ANTONIO_LA_ISLA,19.174719,-99.560501,MEXSAI1222,Huawei
MEXSFP0596,CENTRO,MEXICO,SAN_FELIPE_DEL_PROGRESO,19.610701,-99.905701,MEXSFP0596,Huawei
MEXSFP0597,CENTRO,MEXICO,SAN_FELIPE_DEL_PROGRESO,19.711642,-99.951622,MEXSFP0597,Huawei
MEXSFP1593,CENTRO,MEXICO,SAN_FELIPE_DEL_PROGRESO,19.644899,-99.917198,MEXSFP1593,Huawei
MEXSFP1594,CENTRO,MEXICO,SAN_FELIPE_DEL_PROGRESO,19.692801,-99.936401,MEXSFP1594,Huawei
MEXSMP0598,CENTRO,MEXICO,SAN_MARTIN_DE_LAS_PIRAMIDES,19.708717,-98.835367,MEXSMP0598,Huawei
MEXSMP0599,CENTRO,MEXICO,SAN_MARTIN_DE_LAS_PIRAMIDES,19.70345,-98.83344,MEXSMP0599,Huawei
MEXSMP0600,CENTRO,MEXICO,SAN_MARTIN_DE_LAS_PIRAMIDES,19.736202,-98.771378,MEXSMP0600,Huawei
MEXSMP1595,CENTRO,MEXICO,SAN_MARTIN_DE_LAS_PIRAMIDES,19.71244,-98.85885,MEXSMP1595,Huawei
MEXTCG0602,CENTRO,MEXICO,TEMASCALCINGO,19.867801,-100.012189,MEXTCG0602,Huawei
MEXTCM0604,CENTRO,MEXICO,TECAMAC,19.674534,-99.028496,MEXTCM0604,Huawei
MEXTCM0605,CENTRO,MEXICO,TECAMAC,19.791599,-98.971931,MEXTCM0605,Huawei
MEXTCM0606,CENTRO,MEXICO,TECAMAC,19.62982,-99.018402,MEXTCM0606,Huawei
MEXTCM0607,CENTRO,MEXICO,TECAMAC,19.66024,-99.023975,MEXTCM0607,Huawei
MEXTCM0608,CENTRO,MEXICO,TECAMAC,19.6252,-99.028139,MEXTCM0608,Huawei
MEXTCM0610,CENTRO,MEXICO,TECAMAC,19.664301,-98.994102,MEXTCM0610,Huawei
MEXTCM0611,CENTRO,MEXICO,TECAMAC,19.667101,-99.016441,MEXTCM0611,Huawei
MEXTCM0612,CENTRO,MEXICO,TECAMAC,19.6819,-99.04081,MEXTCM0612,Huawei
MEXTCM0613,CENTRO,MEXICO,TECAMAC,19.705601,-98.978203,MEXTCM0613,Huawei
MEXTCM0614,CENTRO,MEXICO,TECAMAC,19.652834,-99.040497,MEXTCM0614,Huawei
MEXTCM0615,CENTRO,MEXICO,TECAMAC,19.68484,-99.014549,MEXTCM0615,Huawei
MEXTCM0616,CENTRO,MEXICO,TECAMAC,19.76915,-98.978951,MEXTCM0616,Huawei
MEXTCM0617,CENTRO,MEXICO,TECAMAC,19.682899,-98.998802,MEXTCM0617,Huawei
MEXTCM0618,CENTRO,MEXICO,TECAMAC,19.68087,-98.97581,MEXTCM0618,Huawei
MEXTCM0619,CENTRO,MEXICO,TECAMAC,19.677799,-99.034897,MEXTCM0619,Huawei
MEXTCM0620,CENTRO,MEXICO,TECAMAC,19.6215,-99.037744,MEXTCM0620,Huawei
MEXTCM0621,CENTRO,MEXICO,TECAMAC,19.634586,-99.037372,MEXTCM0621,Huawei
MEXTCM0622,CENTRO,MEXICO,TECAMAC,19.695403,-98.977089,MEXTCM0622,Huawei
MEXTCM0623,CENTRO,MEXICO,TECAMAC,19.71065,-98.9645,MEXTCM0623,Huawei
MEXTCM0624,CENTRO,MEXICO,TECAMAC,19.684999,-98.986397,MEXTCM0624,Huawei
MEXTCM0625,CENTRO,MEXICO,TECAMAC,19.659722,-99.0065,MEXTCM0625,Huawei
MEXTCM0626,CENTRO,MEXICO,TECAMAC,19.6285,-99.029404,MEXTCM0626,Huawei
MEXTCM0627,CENTRO,MEXICO,TECAMAC,19.676517,-99.001139,MEXTCM0627,Huawei
MEXTCM0628,CENTRO,MEXICO,TECAMAC,19.776489,-98.984925,MEXTCM0628,Huawei
MEXTCM0629,CENTRO,MEXICO,TECAMAC,19.674801,-99.020599,MEXTCM0629,Huawei
MEXTCM0630,CENTRO,MEXICO,TECAMAC,19.6544,-99.03615,MEXTCM0630,Huawei
MEXTCM1223,CENTRO,MEXICO,TECAMAC,19.762215,-98.953753,MEXTCM1223,Huawei
MEXTCM1224,CENTRO,MEXICO,TECAMAC,19.746037,-98.94983,MEXTCM1224,Huawei
MEXTCM1225,CENTRO,MEXICO,TECAMAC,19.674236,-98.958345,MEXTCM1225,Huawei
MEXTCM1226,CENTRO,MEXICO,TECAMAC,19.703899,-98.943802,MEXTCM1226,Huawei
MEXTCM1227,CENTRO,MEXICO,TECAMAC,19.6882,-98.979103,MEXTCM1227,Huawei
MEXTCM1229,CENTRO,MEXICO,TECAMAC,19.64614,-99.016434,MEXTCM1229,Huawei
MEXTCM1230,CENTRO,MEXICO,TECAMAC,19.6315,-99.042297,MEXTCM1230,Huawei
MEXTCM1231,CENTRO,MEXICO,TECAMAC,19.63966,-99.02241,MEXTCM1231,Ericsson
MEXTCM1232,CENTRO,MEXICO,TECAMAC,19.7229,-98.970413,MEXTCM1232,Huawei
MEXTCM1233,CENTRO,MEXICO,TECAMAC,19.644875,-99.035692,MEXTCM1233,Huawei
MEXTCM1599,CENTRO,MEXICO,TECAMAC,19.6889,-98.96851,MEXTCM1599,Huawei
MEXTCM1671,CENTRO,MEXICO,TECAMAC,19.750401,-98.971603,MEXTCM1671,Huawei
MEXTCM1995,CENTRO,MEXICO,TECAMAC,19.766573,-98.96714,MEXTCM1995,Huawei
MEXTCM1997,CENTRO,MEXICO,TECAMAC,19.656731,-98.99534,MEXTCM1997,Huawei
MEXTCM2002,CENTRO,MEXICO,TECAMAC,19.627857,-99.036873,MEXTCM2002,Huawei
MEXTCM2137,CENTRO,MEXICO,TECAMAC,19.664363,-99.033364,MEXTCM2137,Ericsson
MEXTCM2138,CENTRO,MEXICO,TECAMAC,19.635269,-99.027037,MEXTCM2138,Ericsson
MEXTCM2140,CENTRO,MEXICO,TECAMAC,19.69438,-99.009888,MEXTCM2140,Huawei
MEXTCM2141,CENTRO,MEXICO,TECAMAC,19.652617,-99.018058,MEXTCM2141,Ericsson
MEXTCM2142,CENTRO,MEXICO,TECAMAC,19.689778,-98.99464,MEXTCM2142,Ericsson
MEXTCM2144,CENTRO,MEXICO,TECAMAC,19.669295,-99.026509,MEXTCM2144,Ericsson
MEXTCM6153,CENTRO,MEXICO,TECAMAC,19.72726,-99.030514,MEXTCM6153,Ericsson
MEXTCM7372,CENTRO,MEXICO,TECAMAC,19.712315,-98.97187,MEXTCM7372,Huawei
MEXTCM9283,CENTRO,MEXICO,TECAMAC,19.727112,-99.030556,MEXTCM9283,Huawei
MEXTEJ0632,CENTRO,MEXICO,TEJUPILCO,18.914101,-100.154444,MEXTEJ0632,Huawei
MEXTEJ2145,CENTRO,MEXICO,TEJUPILCO,18.90629,-100.15581,MEXTEJ2145,Huawei
MEXTEO1234,CENTRO,MEXICO,TEOTIHUACAN,19.684929,-98.869103,MEXTEO1234,Huawei
MEXTEO1235,CENTRO,MEXICO,TEOTIHUACAN,19.687778,-98.826006,MEXTEO1235,Huawei
MEXTEO1236,CENTRO,MEXICO,TEOTIHUACAN,19.667136,-98.871186,MEXTEO1236,Huawei
MEXTEO1237,CENTRO,MEXICO,TEOTIHUACAN,19.680913,-98.901802,MEXTEO1237,Huawei
MEXTEO1238,CENTRO,MEXICO,TEOTIHUACAN,19.667334,-98.905023,MEXTEO1238,Huawei
MEXTEO1600,CENTRO,MEXICO,TEOTIHUACAN,19.66102,-98.846687,MEXTEO1600,Huawei
MEXTEO1601,CENTRO,MEXICO,TEOTIHUACAN,19.6936,-98.88617,MEXTEO1601,Huawei
MEXTEO1815,CENTRO,MEXICO,TEOTIHUACAN,19.664814,-98.862412,MEXTEO1815,Huawei
MEXTEQ0634,CENTRO,MEXICO,TEQUIXQUIAC,19.9111,-99.1483,MEXTEQ0634,Huawei
MEXTEX0635,CENTRO,MEXICO,TEXCOCO,19.5158,-98.878502,MEXTEX0635,Huawei
MEXTEX0636,CENTRO,MEXICO,TEXCOCO,19.475401,-98.8855,MEXTEX0636,Huawei
MEXTEX0637,CENTRO,MEXICO,TEXCOCO,19.5057,-98.895401,MEXTEX0637,Huawei
MEXTEX0638,CENTRO,MEXICO,TEXCOCO,19.534901,-98.8843,MEXTEX0638,Huawei
MEXTEX0639,CENTRO,MEXICO,TEXCOCO,19.459,-98.909302,MEXTEX0639,Huawei
MEXTEX0640,CENTRO,MEXICO,TEXCOCO,19.5222,-98.897301,MEXTEX0640,Huawei
MEXTEX0641,CENTRO,MEXICO,TEXCOCO,19.4975,-98.9284,MEXTEX0641,Huawei
MEXTEX0643,CENTRO,MEXICO,TEXCOCO,19.464399,-98.893625,MEXTEX0643,Huawei
MEXTEX0644,CENTRO,MEXICO,TEXCOCO,19.4963,-98.836029,MEXTEX0644,Huawei
MEXTEX0645,CENTRO,MEXICO,TEXCOCO,19.506701,-98.902603,MEXTEX0645,Huawei
MEXTEX0646,CENTRO,MEXICO,TEXCOCO,19.505808,-98.885597,MEXTEX0646,Huawei
MEXTEX0647,CENTRO,MEXICO,TEXCOCO,19.520517,-98.888719,MEXTEX0647,Huawei
MEXTEX0648,CENTRO,MEXICO,TEXCOCO,19.534344,-98.867996,MEXTEX0648,Huawei
MEXTEX0649,CENTRO,MEXICO,TEXCOCO,19.515482,-98.8714,MEXTEX0649,Huawei
MEXTEX0650,CENTRO,MEXICO,TEXCOCO,19.5168,-98.882436,MEXTEX0650,Huawei
MEXTEX0651,CENTRO,MEXICO,TEXCOCO,19.45064,-98.876198,MEXTEX0651,Huawei
MEXTEX0652,CENTRO,MEXICO,TEXCOCO,19.531,-98.911201,MEXTEX0652,Huawei
MEXTEX0653,CENTRO,MEXICO,TEXCOCO,19.5312,-98.882004,MEXTEX0653,Huawei
MEXTEX0654,CENTRO,MEXICO,TEXCOCO,19.511,-98.860414,MEXTEX0654,Huawei
MEXTEX0655,CENTRO,MEXICO,TEXCOCO,19.490944,-98.864059,MEXTEX0655,Huawei
MEXTEX0656,CENTRO,MEXICO,TEXCOCO,19.4273,-98.9039,MEXTEX0656,Huawei
MEXTEX0657,CENTRO,MEXICO,TEXCOCO,19.436331,-98.904039,MEXTEX0657,Huawei
MEXTEX1239,CENTRO,MEXICO,TEXCOCO,19.478201,-98.820025,MEXTEX1239,Huawei
MEXTEX1241,CENTRO,MEXICO,TEXCOCO,19.546921,-98.859833,MEXTEX1241,Huawei
MEXTEX1242,CENTRO,MEXICO,TEXCOCO,19.5151,-98.844399,MEXTEX1242,Huawei
MEXTEX1243,CENTRO,MEXICO,TEXCOCO,19.49705,-98.884697,MEXTEX1243,Huawei
MEXTEX1244,CENTRO,MEXICO,TEXCOCO,19.492901,-98.897621,MEXTEX1244,Huawei
MEXTEX1245,CENTRO,MEXICO,TEXCOCO,19.4853,-98.88131,MEXTEX1245,Huawei
MEXTEX1246,CENTRO,MEXICO,TEXCOCO,19.470699,-98.999528,MEXTEX1246,Huawei
MEXTEX1247,CENTRO,MEXICO,TEXCOCO,19.464111,-98.879028,MEXTEX1247,Huawei
MEXTEX1249,CENTRO,MEXICO,TEXCOCO,19.53645,-98.845413,MEXTEX1249,Huawei
MEXTEX1250,CENTRO,MEXICO,TEXCOCO,19.4988,-98.866997,MEXTEX1250,Huawei
MEXTEX1251,CENTRO,MEXICO,TEXCOCO,19.43,-98.913308,MEXTEX1251,Huawei
MEXTEX1253,CENTRO,MEXICO,TEXCOCO,19.51461,-98.894203,MEXTEX1253,Huawei
MEXTEX1379,CENTRO,MEXICO,TEXCOCO,19.5222,-98.874702,MEXTEX1379,Huawei
MEXTEX1772,CENTRO,MEXICO,TEXCOCO,19.448883,-98.89415,MEXTEX1772,Huawei
MEXTEX2006,CENTRO,MEXICO,TEXCOCO,19.48218,-98.83353,MEXTEX2006,Huawei
MEXTEX2007,CENTRO,MEXICO,TEXCOCO,19.513611,-98.88782,MEXTEX2007,Huawei
MEXTEX2008,CENTRO,MEXICO,TEXCOCO,19.5225,-98.905,MEXTEX2008,Ericsson
MEXTEX2146,CENTRO,MEXICO,TEXCOCO,19.51591,-98.90526,MEXTEX2146,Huawei
MEXTEX2147,CENTRO,MEXICO,TEXCOCO,19.442734,-98.912611,MEXTEX2147,Ericsson
MEXTEY0659,CENTRO,MEXICO,TEOLOYUCAN,19.745918,-99.180946,MEXTEY0659,Huawei
MEXTEY1255,CENTRO,MEXICO,TEOLOYUCAN,19.761801,-99.1791,MEXTEY1255,Huawei
