node,region,province,municipality,latitude,longitude,att_name,vendor
AGUJSM2599,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,22.016199,-102.317001,AGUJSM2599,Huawei
AGUPBA0060,PACIFIC,AGUASCALIENTES,PABELLON_DE_ARTEAGA,22.156244,-102.275224,AGUPBA0060,Huawei
AGUPBA0061,PACIFIC,AGUASCALIENTES,PABELLON_DE_ARTEAGA,22.146601,-102.283411,AGUPBA0061,Huawei
AGURIN0062,PACIFIC,AGUASCALIENTES,RINCON_DE_ROMOS,22.2069,-102.328056,AGURIN0062,Huawei
AGURIN0063,PACIFIC,AGUASCALIENTES,RINCON_DE_ROMOS,22.2276,-102.319,AGURIN0063,Huawei
AGUSAC2406,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,22.0741,-102.267998,AGUSAC2406,Huawei
AGUSFR0064,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,22.037201,-102.270028,AGUSFR0064,Huawei
AGUSFR1671,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,21.954264,-102.253075,AGUSFR1671,Nokia
AGUSFR1672,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,21.964718,-102.273003,AGUSFR1672,Huawei
BCNENS0001,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.900616,-116.696228,BCNENS0001,Ericsson
BCNENS0002,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.872978,-116.631477,BCNENS0002,Ericsson
BCNENS0003,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.860804,-116.58475,BCNENS0003,Ericsson
BCNENS0004,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.72365,-116.574623,BCNENS0004,Ericsson
BCNENS0005,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.784834,-116.601265,BCNENS0005,Ericsson
BCNENS0006,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.889639,-116.578751,BCNENS0006,Ericsson
BCNENS0007,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.838889,-116.606171,BCNENS0007,Ericsson
BCNENS0008,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.8795,-116.631944,BCNENS0008,Ericsson
BCNENS0009,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.037094,-116.875732,BCNENS0009,Ericsson
BCNENS0011,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.085896,-116.569389,BCNENS0011,Ericsson
BCNENS0012,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.017593,-116.631271,BCNENS0012,Ericsson
BCNENS0014,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.872187,-116.650875,BCNENS0014,Ericsson
BCNENS0015,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.903297,-116.729126,BCNENS0015,Ericsson
BCNENS0016,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.86479,-116.6222,BCNENS0016,Ericsson
BCNENS0017,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.895191,-116.603317,BCNENS0017,Ericsson
BCNENS0018,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.892153,-116.563911,BCNENS0018,Ericsson
BCNENS0019,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.878375,-116.572397,BCNENS0019,Ericsson
BCNENS0020,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.875861,-116.588083,BCNENS0020,Ericsson
BCNENS0021,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.87234,-116.60869,BCNENS0021,Ericsson
BCNENS0022,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.85763,-116.60701,BCNENS0022,Ericsson
BCNENS0023,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.854807,-116.586,BCNENS0023,Ericsson
BCNENS0024,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.853167,-116.564423,BCNENS0024,Ericsson
BCNENS0025,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.821919,-116.5972,BCNENS0025,Ericsson
BCNENS0026,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.798041,-116.592987,BCNENS0026,Ericsson
BCNENS0027,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.77501,-116.58915,BCNENS0027,Ericsson
BCNENS0028,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.735233,-116.63871,BCNENS0028,Ericsson
BCNENS0029,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.7059,-116.560501,BCNENS0029,Ericsson
BCNENS0030,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.741888,-116.72683,BCNENS0030,Ericsson
BCNENS0031,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.866611,-116.663971,BCNENS0031,Ericsson
BCNENS0032,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.88118,-116.595718,BCNENS0032,Ericsson
BCNENS0033,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.82939,-116.599343,BCNENS0033,Ericsson
BCNENS0034,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.7881,-116.5683,BCNENS0034,Ericsson
BCNENS0035,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.772505,-116.572716,BCNENS0035,Ericsson
BCNENS0036,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.975615,-116.659905,BCNENS0036,Ericsson
BCNENS0037,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.853491,-116.617281,BCNENS0037,Ericsson
BCNENS0038,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864901,-116.593002,BCNENS0038,Ericsson
BCNENS0039,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864661,-116.606422,BCNENS0039,Ericsson
BCNENS0040,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.887131,-116.687592,BCNENS0040,Ericsson
BCNENS0041,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.82774,-116.587051,BCNENS0041,Ericsson
BCNENS0042,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.8722,-116.62285,BCNENS0042,Ericsson
BCNENS0043,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.901156,-116.57423,BCNENS0043,Ericsson
BCNENS0044,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.811022,-116.596376,BCNENS0044,Ericsson
BCNENS0959,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.903639,-116.554749,BCNENS0959,Ericsson
BCNENS0960,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.915644,-116.597574,BCNENS0960,Ericsson
BCNENS1330,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.849389,-116.603638,BCNENS1330,Ericsson
BCNENS1363,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.66889,-116.512627,BCNENS1363,Ericsson
BCNENS1374,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.778315,-116.574638,BCNENS1374,Ericsson
BCNENS1375,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864542,-116.545235,BCNENS1375,Ericsson
BCNENS1376,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.825684,-116.601657,BCNENS1376,Ericsson
BCNENS1377,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.870347,-116.599085,BCNENS1377,Ericsson
BCNMXC0046,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.651291,-115.474719,BCNMXC0046,Ericsson
BCNMXC0047,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.644466,-115.443489,BCNMXC0047,Ericsson
BCNMXC0048,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.616123,-115.434856,BCNMXC0048,Ericsson
BCNMXC0049,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.660347,-115.421402,BCNMXC0049,Ericsson
BCNMXC0050,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.592667,-115.388935,BCNMXC0050,Ericsson
BCNMXC0052,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.612942,-115.489021,BCNMXC0052,Ericsson
BCNMXC0053,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.645139,-115.506279,BCNMXC0053,Ericsson
BCNMXC0054,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.60075,-115.41769,BCNMXC0054,Ericsson
BCNMXC0056,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.627396,-115.462082,BCNMXC0056,Ericsson
BCNMXC0057,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.630123,-115.256638,BCNMXC0057,Ericsson
BCNMXC0058,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.600807,-115.672279,BCNMXC0058,Ericsson
BCNMXC0059,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.622013,-115.518707,BCNMXC0059,Ericsson
BCNMXC0060,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.572481,-115.408135,BCNMXC0060,Ericsson
BCNMXC0061,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.591664,-115.358803,BCNMXC0061,Ericsson
BCNMXC0062,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.669918,-115.391113,BCNMXC0062,Ericsson
BCNMXC0064,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.657002,-115.518501,BCNMXC0064,Ericsson
BCNMXC0065,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.665417,-115.467918,BCNMXC0065,Ericsson
BCNMXC0066,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.666939,-115.435768,BCNMXC0066,Ericsson
BCNMXC0067,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.639153,-115.386482,BCNMXC0067,Ericsson
BCNMXC0068,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.623472,-115.481639,BCNMXC0068,Ericsson
BCNMXC0069,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.5878,-115.474,BCNMXC0069,Ericsson
BCNMXC0070,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.5527,-115.233002,BCNMXC0070,Ericsson
BCNMXC0071,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.521801,-114.918,BCNMXC0071,Ericsson
BCNMXC0072,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.605175,-115.476189,BCNMXC0072,Ericsson
BCNMXC0073,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.654835,-115.46125,BCNMXC0073,Ericsson
BCNMXC0074,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.62425,-115.500406,BCNMXC0074,Ericsson
BCNMXC0076,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.66283,-115.48587,BCNMXC0076,Ericsson
BCNMXC0077,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.629452,-115.575806,BCNMXC0077,Ericsson
BCNMXC0078,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.570477,-115.586144,BCNMXC0078,Ericsson
BCNMXC0079,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.64089,-115.52328,BCNMXC0079,Ericsson
BCNMXC0080,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.631519,-115.496508,BCNMXC0080,Ericsson
BCNMXC0081,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.618382,-115.505,BCNMXC0081,Ericsson
BCNMXC0082,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.593308,-115.5085,BCNMXC0082,Ericsson
BCNMXC0083,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.63295,-115.482285,BCNMXC0083,Ericsson
BCNMXC0084,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.65223,-115.4898,BCNMXC0084,Ericsson
BCNMXC0085,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.660778,-115.452861,BCNMXC0085,Ericsson
BCNMXC0086,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.651222,-115.452167,BCNMXC0086,Ericsson
BCNMXC0087,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.64258,-115.47768,BCNMXC0087,Ericsson
BCNMXC0088,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.640476,-115.452103,BCNMXC0088,Ericsson
BCNMXC0089,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.62317,-115.4706,BCNMXC0089,Ericsson
BCNMXC0091,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.658131,-115.41267,BCNMXC0091,Ericsson
BCNMXC0092,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.638931,-115.43248,BCNMXC0092,Ericsson
